"description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","rank"
"Proudly represent Florida's 17th District in the U.S. House of Representatives. Husband & father of 3 sons. RT ≠ endorsement.",2812,20703,40,3873,"http://t.co/pmjvTCiKv1","Tom Rooney",2009-03-12 15:44:41,FALSE,TRUE,"TomRooney","Florida","en","23970171",1088,FALSE,"http://pbs.twimg.com/profile_images/1367529690/Tom_for_twitter_normal.JPG",266
"Proud to serve citizens of PA-10. Member on @HouseForeign @HouseHomeland @HouseJudiciary & Vice President of @NATO Parliamentary Assembly",2895,20699,413,934,"http://t.co/vUAMh0aOOs","Rep. Tom Marino",2011-01-19 19:11:27,FALSE,TRUE,"RepTomMarino","Pennsylvania","en","240363117",877,FALSE,"http://pbs.twimg.com/profile_images/704700495730974720/4K03J5FW_normal.jpg",267
"Proudly representing the families of the Massachusetts 3rd District.

More info at: http://t.co/mp6QlRchln",6004,20672,447,1869,"http://t.co/ieY22ZPpR2","Niki Tsongas",2011-01-25 20:57:25,FALSE,TRUE,"nikiinthehouse","","en","242892689",862,FALSE,"http://pbs.twimg.com/profile_images/718416556284317696/W9Wn-T8b_normal.jpg",268
"Serving the 28th District of Texas in U.S. House of Representatives",4645,20649,275,2086,"http://t.co/rZ3u1gyJo5","Rep. Henry Cuellar",2010-11-01 20:20:17,FALSE,TRUE,"RepCuellar","Laredo, Texas / Washington DC","en","210926192",841,FALSE,"http://pbs.twimg.com/profile_images/466232641037930496/u-Oi9Vih_normal.jpeg",269
"Official feed of U.S. Rep. Jim Cooper. Blue Dog Democrat representing Nashville area in Congress. Married with 3 great kids. Tweets by Jim & staff.",2515,20514,590,610,"http://t.co/oqGeCZBvPf","Jim Cooper",2009-03-02 14:25:32,FALSE,TRUE,"repjimcooper","Nashville, Tennessee","en","22523087",844,FALSE,"http://pbs.twimg.com/profile_images/647492222905028608/4WeoniOT_normal.jpg",270
"Proudly serving the people of Alabama's 6th Congressional District.",1755,20484,333,885,"https://t.co/f5XX8JEE0I","Gary Palmer",2014-11-04 22:58:38,FALSE,TRUE,"USRepGaryPalmer","","en","2861616083",403,FALSE,"http://pbs.twimg.com/profile_images/780775816561033217/WoFZdv71_normal.jpg",271
"Emergency room doctor and public servant. Proudly serving California's 36th Congressional District.",923,20479,6,3,"http://t.co/sgTdElO4","Raul Ruiz",2013-01-14 18:58:43,FALSE,TRUE,"CongressmanRuiz","","en","1089859058",576,FALSE,"http://pbs.twimg.com/profile_images/3109371960/abcc78e171a1bc5232a05b221ac6d6a3_normal.jpeg",272
"Todd Rokita, U.S. Representative of the 4th District of Indiana. Chairman of Subcommittee on Early Childhood, Elementary, and Secondary Education.",5758,20477,110,3415,"http://t.co/AihDW6GPeY","Rep. Todd Rokita",2008-11-21 20:10:51,FALSE,TRUE,"ToddRokita","Indiana","en","17544524",935,FALSE,"http://pbs.twimg.com/profile_images/1377867350/Twitter_Profile_Pic_normal.jpg",273
"Congressman for Rhode Island's   Second District",9414,20407,2548,4394,"http://t.co/b5flQt30hG","Jim Langevin",2009-01-12 18:36:58,FALSE,TRUE,"JimLangevin","Warwick, RI and Washington, DC","en","18909919",947,FALSE,"http://pbs.twimg.com/profile_images/601406584728748033/7161SuAe_normal.jpg",274
"Working for the people of California's 10th district in the U.S. House of Representatives. http://t.co/8CkNyoIDFU",2654,20087,288,1795,"http://t.co/ygTJfTzvyw","Jeff Denham",2011-02-07 15:01:35,FALSE,TRUE,"RepJeffDenham","Modesto, CA","en","248699486",937,FALSE,"http://pbs.twimg.com/profile_images/817136772190793729/ACbWqbgL_normal.jpg",275
"Proudly representing California’s 40th Congressional District. Follow me at https://t.co/KjVfmF9CaM & https://t.co/Urj0zPAr8d.",3895,20037,22,2189,"https://t.co/LOEn760f8d","Rep. Lucille Roybal-Allard",2012-01-31 21:30:43,FALSE,TRUE,"RepRoybalAllard","","en","479872233",702,FALSE,"http://pbs.twimg.com/profile_images/646679472578498561/DqbuKI-9_normal.png",276
"Representative of the Eighth Congressional District in Washington State",3208,19806,362,3019,"http://t.co/xGxisoccFO","Dave Reichert",2008-09-02 20:12:26,FALSE,TRUE,"davereichert","Auburn, Washington","en","16102244",1164,FALSE,"http://pbs.twimg.com/profile_images/75071220/Reichert_013_normal.jpg",277
"Proudly representing the people of PA's 9th district. Member of Congress, Chairman of @transport, and member of @hascrepublicans.",3300,19729,11,1096,"https://t.co/7OdcPRoSgp","Bill Shuster",2009-03-02 20:04:02,FALSE,TRUE,"RepBillShuster","Hollidaysburg, PA","en","22527499",1190,FALSE,"http://pbs.twimg.com/profile_images/1181641364/121705WFSPortrait_normal.JPG",278
"Proudly representing #WA10 in U.S. Congress. Husband, (gran)dad, @GonzagaBulldogs fan & #12thMan.  Serves on House Intel (#FollowtheFacts) & @FSCDems.",3140,19710,1265,2267,"https://t.co/MntdmHywxT","Denny Heck",2013-01-07 14:55:36,FALSE,TRUE,"RepDennyHeck","South Puget Sound, WA","en","1068499286",567,FALSE,"http://pbs.twimg.com/profile_images/872537977595068424/-EySp5mY_normal.jpg",279
"Representing Florida's 3rd Congressional District; large animal veterinarian; conservative business owner; Member of @HouseForeign  & @HouseAgNews Committees",915,19186,4,312,"https://t.co/9wBRsUS6FX","Ted Yoho",2013-01-08 20:25:18,FALSE,TRUE,"RepTedYoho","","en","1071900114",745,FALSE,"http://pbs.twimg.com/profile_images/3083908995/d2f7b2b99b63d01db6a3dbddc0680655_normal.jpeg",280
"Proudly representing California's 9th Congressional District. Learn more about my work in Congress at http://t.co/MbFWXH7J",1879,19058,200,563,"http://t.co/GOFOgB5Ch5","Jerry McNerney",2011-10-05 13:52:58,FALSE,TRUE,"RepMcNerney","Stockton, CA","en","385429543",710,FALSE,"http://pbs.twimg.com/profile_images/453602967006896128/sMQhAO6K_normal.jpeg",281
"Representative from Florida's 21st Congressional District. Chair of @HouseDemWomen.",4611,19030,218,1488,"https://t.co/37xQoov5rz","Rep. Lois Frankel",2013-01-10 16:58:38,FALSE,TRUE,"RepLoisFrankel","","en","1077121945",751,FALSE,"http://pbs.twimg.com/profile_images/673887238736863232/0LUL8NQ4_normal.jpg",282
"Proudly serving the people of Minnesota's Third Congressional District",4979,19005,50,3137,"http://t.co/qu2t0eG5E7","Rep. Erik Paulsen",2008-11-20 15:28:22,FALSE,TRUE,"RepErikPaulsen","Minnesota's 3rd Congressional","en","17513304",1207,FALSE,"http://pbs.twimg.com/profile_images/3654958355/8290f4061ba285aa8ef4e806bbb64654_normal.jpeg",283
"I serve the hardworking Missourians of #MO4. Working to reduce big govt. burden & unleash American spirit. On Armed Services and Agriculture Committees.",5738,18855,367,956,"http://t.co/67BpQ5eROP","Rep. Vicky Hartzler",2011-01-13 15:38:52,FALSE,TRUE,"RepHartzler","Harrisonville, Missouri","en","237763317",959,FALSE,"http://pbs.twimg.com/profile_images/613719612581089280/aIg3Odi0_normal.jpg",284
"Proudly serving the 4th Congressional District of Alabama in Congress",1358,18829,118,116,,"Rep. Robert Aderholt",2009-09-22 21:16:37,FALSE,TRUE,"Robert_Aderholt","Haleyville, AL","en","76452765",1051,FALSE,"http://pbs.twimg.com/profile_images/570322469345431552/muwv_7EV_normal.jpeg",285
"Honored to serve the people of New Hampshire’s Second District in Congress.",3285,18798,322,2516,"http://t.co/1ApjVskz3y","Ann McLane Kuster",2013-01-03 20:29:22,FALSE,TRUE,"RepAnnieKuster","NH's 2nd District","en","1058717720",670,FALSE,"http://pbs.twimg.com/profile_images/859420869008994304/SGpr9ua7_normal.jpg",286
"Proudly representing Louisiana's 5th District. Rural family physician, veteran, farmer, pilot, former veterinarian, husband, father & grandfather.",451,18253,44,102,,"Rep. Ralph Abraham",2015-01-05 23:01:54,FALSE,TRUE,"RepAbraham","","en","2962891515",335,FALSE,"http://pbs.twimg.com/profile_images/552239677395046402/-PHUoJ7w_normal.jpeg",287
"Congressman from Florida's 8th district, representing the Space and Treasure Coasts",1252,18164,13,932,"http://t.co/tUCU5eCWsh","Bill Posey",2009-03-18 15:05:42,FALSE,TRUE,"congbillposey","Rockledge, FL","en","25086658",1080,FALSE,"http://pbs.twimg.com/profile_images/817498897299939329/Pm6RrRqb_normal.jpg",288
"I have the distinct honor and privilege to represent and serve the citizens of Pennsylvania's 5th Congressional District. #PA05",6412,18020,59,2923,"http://t.co/DvqrekKjtb","Glenn 'GT' Thompson",2009-01-14 04:54:58,FALSE,TRUE,"CongressmanGT","Howard, Pennsylvania ","en","18967498",1106,FALSE,"http://pbs.twimg.com/profile_images/80797190/Offical_Photo_twitter_normal.JPG",289
"A family man and small-business owner who is dedicated to serving the citizens of Central Florida with honor and integrity.",3088,18007,63,282,"http://t.co/b57txtC4Hx","Daniel Webster",2011-04-13 13:47:05,FALSE,TRUE,"RepWebster","Central Florida","en","281540744",748,FALSE,"http://pbs.twimg.com/profile_images/1362512985/Twitter_Pic_2_normal.png",290
"I proudly represent the Tenth District of Ohio. Montgomery County, Greene County and Fayette County. #OH10",2329,17976,76,940,"http://t.co/hhH39SKxLO","US Rep. Mike Turner",2009-06-26 21:15:07,FALSE,TRUE,"RepMikeTurner","Washington, DC and Dayton, OH","en","51228911",769,FALSE,"http://pbs.twimg.com/profile_images/445952873818374144/TZbgdNZ5_normal.jpeg",291
"Official Twitter page for Congressman John K. Delaney, representing Maryland’s Sixth Congressional District in the U.S. House of Representatives.",5269,17862,10,1481,"http://t.co/ShbbNdzjMq","Rep. John Delaney",2012-11-09 20:40:22,FALSE,TRUE,"RepJohnDelaney","Maryland's Sixth District","en","937723303",644,FALSE,"http://pbs.twimg.com/profile_images/3188311383/989b15643852e9cdda06038c62ec22cd_normal.jpeg",292
"U.S. Representative for the First Congressional District of Nebraska",2806,17739,267,2228,"http://t.co/beLyQVqp1e","Jeff Fortenberry",2009-01-09 16:14:19,FALSE,TRUE,"JeffFortenberry","Lincoln, NE / Washington, D.C.","en","18805303",1049,FALSE,"http://pbs.twimg.com/profile_images/311530607/twitterphoto_normal.jpg",293
"Proud to Represent the people of #Colorado's 3rd Congressional District. Member of @FinancialCmte, @NatResources & Vice Chairman of @westerncaucus",2535,17600,86,1278,"https://t.co/mPBCduxaJ7","Rep. Scott Tipton",2011-01-25 20:01:25,FALSE,TRUE,"RepTipton","Cortez, CO","en","242873057",897,FALSE,"http://pbs.twimg.com/profile_images/822104905590640640/EbMRXrBe_normal.jpg",294
"Proudly representing Pennsylvania's 7th District in the U.S. House of Representatives",4205,17574,6,944,"http://t.co/bQHkoA5zCp","Patrick Meehan",2011-02-07 21:19:34,FALSE,TRUE,"RepMeehan","","en","248850174",802,FALSE,"http://pbs.twimg.com/profile_images/1388714447/MPF11_031_506_normal.jpg",295
"Proudly serving the 29th Congressional District of Texas | Ranking Member of @EnergyCommerce Subcommittee on Health | Proud @UHouston Alum",2230,17475,846,605,"https://t.co/VaTki2eOYe","Rep. Gene Green",2010-02-05 16:37:13,FALSE,TRUE,"RepGeneGreen","Houston, TX","en","111635527",849,FALSE,"http://pbs.twimg.com/profile_images/2751098783/1d49724cb36f59251adb5db6b44407a2_normal.jpeg",296
"I am working hard for Texas families in District 17 to rebuild our national security, improve economic opportunity, and protect our Constitutional liberties.",7386,17341,1694,3207,"https://t.co/93jRH0gpmt","Rep. Bill Flores",2011-01-12 15:20:23,FALSE,TRUE,"RepBillFlores","17th District of Texas","en","237312687",927,FALSE,"http://pbs.twimg.com/profile_images/558737418287722496/JSryyVjS_normal.jpeg",297
"Proud to represent California's 29th District - the San Fernando Valley - in U.S. Congress. Member of @HouseCommerce; Democratic Assistant Whip.",6798,17320,367,1397,"https://t.co/LEayHjDmFc","Rep. Tony Cárdenas",2013-02-26 16:12:35,FALSE,TRUE,"RepCardenas","San Fernando Valley, CA","en","1222257180",671,FALSE,"http://pbs.twimg.com/profile_images/755204724702515200/DsctQkU0_normal.jpg",298
"Proud to represent the Fourth District of Oklahoma in the U.S. House of Representatives. Staff moderated unless signed by me. -TC",1156,17236,283,261,"http://t.co/ePC5ciPbap","Rep. Tom Cole",2009-03-06 21:54:25,FALSE,TRUE,"TomColeOK04","Oklahoma","en","23124635",794,FALSE,"http://pbs.twimg.com/profile_images/720636712645455872/Ho1HVPi7_normal.jpg",299
"Conservative Republican representing Georgia's 14th Congressional District #GA14",3652,17113,268,2099,"https://t.co/cRm0yQ6DOY","Tom Graves",2010-09-13 17:36:23,FALSE,TRUE,"RepTomGraves","Washington, DC","en","190328374",837,FALSE,"http://pbs.twimg.com/profile_images/913436103927005186/lQrzmycl_normal.jpg",300
"Congressman representing Hoosiers from #IN08. Doctor. Member of @HouseCommerce. https://t.co/4eq38gWLlg",4903,17107,692,1979,"https://t.co/wPeLTvPae3","Larry Bucshon, MD",2011-01-06 16:45:56,FALSE,TRUE,"RepLarryBucshon","Indiana's 8th District  ","en","234812598",850,FALSE,"http://pbs.twimg.com/profile_images/3781635770/569620c6e7f294f1f1fed50b41b3ab77_normal.jpeg",301
"US Representative for the people of Ohio's 2nd District, Physician, Army Reservist, Dad, Lifelong Ohioan",4578,17081,730,977,"https://t.co/PMxYuFsMOw","Brad Wenstrup",2012-03-08 16:25:14,FALSE,TRUE,"RepBradWenstrup","","en","518644221",547,FALSE,"http://pbs.twimg.com/profile_images/378800000172004781/b7b9dc516fbf3a3a1f5bbfff3ae9aa51_normal.png",302
"Official Twitter account for Congresswoman Ann Wagner-- proudly Representing the 2nd Congressional District of Missouri https://t.co/6TKCrqRcSw",2872,17065,200,2783,"https://t.co/tFjsHUzj16","Ann Wagner",2013-01-01 00:01:45,FALSE,TRUE,"RepAnnWagner","Ballwin, MO","en","1051446626",704,FALSE,"http://pbs.twimg.com/profile_images/949026474769645568/gtC8XH4t_normal.jpg",303
"Proud to serve the folks of Arkansas's 3rd District. Chairman of @HouseBudgetGOP.",4930,16991,359,1319,"http://t.co/iqdoMeRYwc","Rep. Steve Womack",2011-01-05 18:53:03,FALSE,TRUE,"rep_stevewomack","Arkansas's 3rd District","en","234469322",784,FALSE,"http://pbs.twimg.com/profile_images/2043213363/Official_Pic_4_normal.jpg",304
"U.S. Senator for South Dakota",2063,16988,190,547,"http://t.co/gMVH2AwcFu","Senator Mike Rounds",2015-01-01 20:23:49,FALSE,TRUE,"SenatorRounds","Pierre, South Dakota","en","2955485182",666,FALSE,"http://pbs.twimg.com/profile_images/555794520311205888/sdPOdu4L_normal.jpeg",305
"I serve the people of the 2nd District of Michigan. Member of Financial Services Committee. Father of 5. Visit http://t.co/Rj7T6mD76d for even more!",5737,16971,340,4689,"http://t.co/F9UwL81Pr9","Rep. Bill Huizenga",2011-01-04 14:01:28,FALSE,TRUE,"RepHuizenga","2nd District, MI","en","233949261",833,FALSE,"http://pbs.twimg.com/profile_images/443039780276682753/UYej9mz0_normal.jpeg",306
"Representing Maryland’s 3rd District. Chair of the Democracy Reform Task Force. Fighting to put people's interests ahead of special interests.",1081,16832,108,500,"https://t.co/xkBEGeSvuh","Rep. John Sarbanes",2011-08-29 18:44:47,FALSE,TRUE,"RepSarbanes","Maryland","en","364415553",671,FALSE,"http://pbs.twimg.com/profile_images/512000635386855425/iDW41TJ9_normal.jpeg",307
"I'm proud to have grown up in SW WA, and honored to represent this wonderful region in the US Congress. Want regular email updates? http://t.co/sZutp93Fhg",678,16764,0,1111,"http://t.co/g23DlVNdtc","JaimeHerreraBeutler",2011-01-25 22:36:44,FALSE,TRUE,"HerreraBeutler","","en","242926427",813,FALSE,"http://pbs.twimg.com/profile_images/510487926900150272/UksS2ekj_normal.jpeg",308
"Husband, Father, and Conservative Republican Congressman serving Florida's 15th Congressional District. https://t.co/IXwSnVOJw5",12924,16632,48,1681,"https://t.co/1myTWbCAnr","Dennis Ross",2009-04-20 20:43:13,FALSE,TRUE,"RepDennisRoss","Central Florida and Tampa Bay","en","33655490",929,FALSE,"http://pbs.twimg.com/profile_images/565293274286391296/nj0JwWgR_normal.jpeg",309
"Proudly Representing New Mexico’s 3rd Congressional District. @EnergyCommerce Committee, and Member of @HispanicCaucus. Follows, replies & RTs ≠ endorsement.",1606,16587,75,660,"http://t.co/HYE2dXCzKg","Ben Ray Lujan",2009-01-22 01:00:32,FALSE,TRUE,"repbenraylujan","","en","19318314",1037,FALSE,"http://pbs.twimg.com/profile_images/730866698241343491/H0jxDdR4_normal.jpg",310
"Proudly representing the 53rd Congressional District of California. Serves on Armed Services and Ed & Workforce Committees",1810,16540,84,153,"http://t.co/ahrDcqdrBd","Rep. Susan Davis",2011-12-09 19:22:25,FALSE,TRUE,"RepSusanDavis","","en","432771620",693,FALSE,"http://pbs.twimg.com/profile_images/378800000074267933/ffce6d35fd89119ee8ccbf3df56853d7_normal.jpeg",311
"Member of Congress proudly representing IL-14. Member: @HouseScience @FinancialCmte Committees. Co-Chairman: @TLHumanRights. FB profile: http://t.co/cAzY81jGee",4662,16531,711,1879,"http://t.co/RxXWsFX5aP","Rep. Randy Hultgren",2011-01-13 18:03:42,FALSE,TRUE,"RepHultgren","","en","237814920",922,FALSE,"http://pbs.twimg.com/profile_images/1555301015/Hultgren_Low-Res_normal.jpg",312
"Official twitter account for U.S. Senator Dan Sullivan.  Proudly serving the state of Alaska.",1841,16451,71,599,"http://t.co/9uIoLCChCm","SenDanSullivan",2014-11-05 21:25:42,FALSE,TRUE,"SenDanSullivan","","en","2891210047",697,FALSE,"http://pbs.twimg.com/profile_images/553674509639618560/XOdVwVGN_normal.png",313
"Serving the good people of Indiana’s 5th District in Congress. Facebook: https://t.co/GSC0yQ0KXW Instagram & Snapchat: @susanwbrooks",4748,16446,856,1076,"https://t.co/JSQOTU8q0S","Susan W. Brooks",2013-01-09 15:30:38,FALSE,TRUE,"SusanWBrooks","","en","1074101017",692,FALSE,"http://pbs.twimg.com/profile_images/732685650822979586/rf-H26C0_normal.jpg",314
"Representing Georgia's 13th Congressional District including Cobb, Douglas, Fayette, Fulton, Clayton, and Henry Counties.",2632,16403,2396,1791,"http://t.co/86ovd85h30","David Scott",2010-07-20 14:10:32,FALSE,TRUE,"repdavidscott","Georgia","en","168673083",719,FALSE,"http://pbs.twimg.com/profile_images/573169044091613185/bLPRS9I9_normal.jpeg",315
"Congresswoman Kay Granger represents the 12th District of Texas. She is the Chairwoman of the House Appropriations Defense Subcommittee.",1493,16392,20,1137,"http://t.co/oe3M6Ag5hD","Rep. Kay Granger",2010-07-01 17:14:51,FALSE,TRUE,"RepKayGranger","Texas ","en","161743731",943,FALSE,"http://pbs.twimg.com/profile_images/3640863486/2b8a9b3a4c70a9e4012fde172bc2ee42_normal.jpeg",316
"Utah's 2nd District Congressman. Former Air Force B-1 pilot, author, House Intelligence & Appropriations Committees. Visit http://t.co/GUW6weAva6",2807,16360,404,358,"http://stewart.house.gov","Rep. Chris Stewart",2013-01-08 21:08:19,FALSE,TRUE,"RepChrisStewart","Utah and DC","en","1072008757",576,FALSE,"http://pbs.twimg.com/profile_images/378800000828740520/3a6960ab5bb904c7a6e73e6099e2b2ef_normal.jpeg",317
"Official Twitter account of Rep. Vargas, representing southern San Diego County, all of Imperial County and California's entire U.S.-Mexico border. #CA51",1699,16298,151,175,"http://t.co/m3QdRCZFO0","Rep. Juan Vargas",2013-03-11 19:04:01,FALSE,TRUE,"RepJuanVargas","SD/Imperial Counties, CA","en","1260172386",612,FALSE,"http://pbs.twimg.com/profile_images/877167606729453568/d03sBLQe_normal.jpg",318
"U.S. Representative for New Jersey's 8th Congressional District",2347,16257,24,256,"http://t.co/HW6WuZesn2","Albio Sires",2009-01-06 21:22:37,FALSE,TRUE,"RepSires","Washington, DC","en","18696134",984,FALSE,"http://pbs.twimg.com/profile_images/2637695319/e61b36587ac3d12ec931deb3837380d4_normal.jpeg",319
"Born and raised in Arlington, Wash.
Ranking Member, Aviation Subcommittee",7062,16233,1112,5181,"http://t.co/2eHh43tMLB","Rep. Rick Larsen",2011-11-03 13:59:42,FALSE,TRUE,"RepRickLarsen","Washington's 2nd District","en","404132211",669,FALSE,"http://pbs.twimg.com/profile_images/804085552064720896/HGM6mA6m_normal.jpg",320
"I am proud to represent Alabama's First Congressional District in the U.S. House of Representatives.",11142,15890,792,3638,"https://t.co/u2pktSNMc6","Rep. Bradley Byrne",2013-12-19 19:42:18,FALSE,TRUE,"RepByrne","Southwest Alabama","en","2253968388",560,FALSE,"http://pbs.twimg.com/profile_images/905422476594876417/Tky_5n8u_normal.jpg",321
"The official Twitter account of Congressman Stephen F. Lynch. Proudly serving the 8th Congressional District of Massachusetts.",3158,15850,182,385,"http://t.co/EeBu3zBUBI","Rep. Stephen Lynch",2011-06-03 14:48:36,FALSE,TRUE,"RepStephenLynch","Washington, D.C. / Boston, MA","en","310310133",633,FALSE,"http://pbs.twimg.com/profile_images/523121530155175937/H7aakruP_normal.jpeg",322
"Official Twitter Account for Congresswoman Elise Stefanik, proudly representing New York's 21st District.",2920,15778,1,256,"http://t.co/aqRshGoEsH","Rep. Elise Stefanik",2015-01-05 22:17:51,FALSE,TRUE,"RepStefanik","","en","2962813893",530,FALSE,"http://pbs.twimg.com/profile_images/864583488019640321/6FQvigDh_normal.jpg",323
"I am proud to represent the 8th Congressional District of Georgia. | Committees: @HASCRepublicans and @HouseAgNews.",2279,15715,21,385,"http://t.co/GQwXIhub9a","Rep. Austin Scott",2011-01-06 16:01:46,FALSE,TRUE,"AustinScottGA08","Tifton, GA","en","234797704",786,FALSE,"http://pbs.twimg.com/profile_images/878285950836760576/O2bp1ioe_normal.jpg",324
"Office of Congresswoman Marcy Kaptur. Longest serving woman in Congress and proudly representing Ohio's 9th District.",3248,15686,1498,579,"http://t.co/aHDl5vMQ69","Marcy Kaptur",2012-05-15 16:57:51,FALSE,TRUE,"RepMarcyKaptur","DC/Toledo/Northern Ohio","en","581141508",694,FALSE,"http://pbs.twimg.com/profile_images/2221111962/Marcy_Headshot_Twitter_normal.jpg",325
"Proudly representing Georgia's 2nd Congressional District. Ranking Member of House Appropriations Subcommittee on Agriculture  https://t.co/gQh6pvYihy",1707,15674,150,783,"http://t.co/ozJucyCFUb","Sanford Bishop, Jr.",2011-02-09 00:23:10,FALSE,TRUE,"SanfordBishop","Georgia 2nd CD & Washington DC","en","249410485",763,FALSE,"http://pbs.twimg.com/profile_images/2429733840/rjl32rw6zxkszb84av5z_normal.jpeg",326
"Merchant Marine, Teacher, State Rep, State Senator, Congressman for all Alaska for the last 44 years and Dean of the US House.",1450,15664,41,623,"https://t.co/igN7z1qk5z","Rep. Don Young",2009-05-01 18:31:38,FALSE,TRUE,"repdonyoung","Ft. Yukon, AK","en","37007274",1073,FALSE,"http://pbs.twimg.com/profile_images/428103800/DY_Official_photo3_normal.JPG",327
"Father, husband, son, OSU Alum, #Buckeye fan. Proudly representing #OH12",3642,15438,239,1686,"http://t.co/xOHdDGov9m","Rep. Pat Tiberi",2012-10-29 15:02:02,FALSE,TRUE,"PatTiberi","","en","912608010",547,FALSE,"http://pbs.twimg.com/profile_images/344513261574357163/15b44bfc994e74b56e1e377e0f34e1c8_normal.jpeg",328
"Representing Arkansas's 1st District in the United States Congress. Agriculture, Intelligence, Transportation & Infrastructure Committees.",4315,15368,552,1028,"http://t.co/Bh2OlCLyDg","Rep Rick Crawford",2011-01-03 21:57:49,FALSE,TRUE,"RepRickCrawford","Washington, DC","en","233693291",799,FALSE,"http://pbs.twimg.com/profile_images/885545308293406720/9QPpN9cX_normal.jpg",329
"Father, husband, and former prosecutor proudly representing #OH14",3374,15258,69,2616,"http://t.co/w7lVGg29p2","Dave Joyce",2012-11-28 21:12:14,FALSE,TRUE,"RepDaveJoyce"," Washington, DC","en","976969338",487,FALSE,"http://pbs.twimg.com/profile_images/471370204589469696/jzOCXHSW_normal.jpeg",330
"Official Account of Rep. Phil Roe, MD, serving Tennessee's First Congressional District. @HouseVetAffairs Chair. Member @EdWorkforce & co-chair of @gopdoccaucus",2778,15234,168,279,"http://t.co/eWYX8wFvy7","Dr. Phil Roe",2009-06-30 20:07:34,FALSE,TRUE,"DrPhilRoe","East Tennessee","en","52503751",917,FALSE,"http://pbs.twimg.com/profile_images/532903557498810368/vc6FFA05_normal.jpeg",331
"U.S. Member of Congress representing PA's 14th District",1037,15194,2,58,"http://t.co/25kSrTWizi","Mike Doyle",2009-05-11 13:22:08,FALSE,TRUE,"USRepMikeDoyle","Pittsburgh, PA","en","39249305",1028,FALSE,"http://pbs.twimg.com/profile_images/747895226237222912/uxrSeuOA_normal.jpg",332
"Proudly representing the 13th Congressional District of Illinois.",4551,15184,149,560,"http://t.co/foaAG4Df","US Rep Rodney Davis",2012-12-06 14:20:04,FALSE,TRUE,"RodneyDavis","Taylorville, IL","en","993153006",717,FALSE,"http://pbs.twimg.com/profile_images/861602080712216576/Qa1f4EOG_normal.jpg",333
"Proud father, happy husband, Jeffersonian Republican. TX Congressman.",2572,15114,1026,928,"https://t.co/wymw0f4Inl","John Culberson",2009-03-13 14:54:29,FALSE,TRUE,"CongCulberson","Houston, TX","en","24183358",866,FALSE,"http://pbs.twimg.com/profile_images/959783016/n1751723339_5337_normal.jpg",334
"Representing Florida's 26th Congressional District, Husband, Dad, Catholic, Son of Cuban exiles, GOP, UM gradx2, Belen Jesuit",2970,15097,3277,230,"https://t.co/QxJpDQmah9","Rep. Carlos Curbelo",2014-10-31 14:01:43,FALSE,TRUE,"RepCurbelo","","en","2853309155",635,FALSE,"http://pbs.twimg.com/profile_images/851886326018433025/UrWCD7sh_normal.jpg",335
"Proudly representing Fort Worth-Dallas. Born and reared in the Metroplex. Husband, father and Dallas Cowboys fan. #TX33, #DFW",2771,15086,1244,2870,"http://t.co/MuCQE2uJdQ","Rep. Marc Veasey",2013-01-09 15:49:27,FALSE,TRUE,"RepVeasey","Dallas-Fort Worth, Texas","en","1074129612",646,FALSE,"http://pbs.twimg.com/profile_images/761614028418457600/j7lOtIzH_normal.jpg",336
"Congressman proudly representing New Jersey's 2nd District. Chairman of House Aviation Subcommittee & CIA Subcommittee",4068,15066,339,239,"https://t.co/eXru2lZUQH","Frank LoBiondo",2011-01-21 18:28:47,FALSE,TRUE,"RepLoBiondo","#SouthJersey","en","241207373",801,FALSE,"http://pbs.twimg.com/profile_images/913374717247201280/hhShgp5L_normal.jpg",337
"Honored to represent Kentucky's Sixth Congressional District.  Fighting to get Kentuckians back to work and restore fiscal responsibility to Washington",2837,15049,126,1195,"http://t.co/XNnauaj5","Rep. Andy Barr",2013-01-14 15:29:49,FALSE,TRUE,"RepAndyBarr","Lexington, KY","en","1089334250",559,FALSE,"http://pbs.twimg.com/profile_images/648576649143943169/DGzR6q1Q_normal.jpg",338
"Honored to represent the families of Missouri's 8th Congressional District in the United States House of Representatives.",2677,15008,109,990,"http://t.co/dxAOG6A9MK","Rep. Jason Smith",2013-07-26 16:13:03,FALSE,TRUE,"RepJasonSmith","MO-08","en","1623308912",469,FALSE,"http://pbs.twimg.com/profile_images/661622139779461120/sdj6vlvm_normal.jpg",339
"Proud to serve as U.S. Representative for Pennsylvania’s 15th District, which includes all or parts of Berks, Dauphin, Lebanon, Lehigh and Northampton counties.",2479,14981,851,537,"http://t.co/rtLFVON38S","Rep. Charlie Dent",2011-01-24 16:58:11,FALSE,TRUE,"RepCharlieDent","Washington, DC","en","242376736",741,FALSE,"http://pbs.twimg.com/profile_images/850379232769454081/90ndpim1_normal.jpg",340
"Office of U.S. Senator Claire McCaskill. Staff updates on Claire's work for Missouri.",5847,14928,256,1550,"http://t.co/pKvjyWTi5B","McCaskill Office",2009-07-15 16:40:06,FALSE,TRUE,"McCaskillOffice","Missouri","en","57065141",780,FALSE,"http://pbs.twimg.com/profile_images/926081134571806720/hf-IeDBp_normal.jpg",341
